DateAndTime,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.03.2017 11:00,5.8,715.9,769.5,0.7,71,Wind blowing from the west-northwest,3,,,70 – 80%., ,,,4.3,6,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",15,0.9,,,,,,
15.03.2017 08:00,4.4,715.2,769,0.4,75,Wind blowing from the north-west,2,,,"90  or more, but not 100%", ,,,4.2,7.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,0.3,No precipitation,12,,,,
15.03.2017 05:00,4.6,714.8,768.5,-0.2,83,Wind blowing from the west-southwest,2,,,70 – 80%., ,,,4.6,7.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,1.9,,,,,,
15.03.2017 02:00,5.3,715,768.5,0.1,84,Wind blowing from the west,3,,,70 – 80%., ,,,5.2,7.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,2.7,No precipitation,6,,,,
14.03.2017 23:00,6,714.9,768.3,0.7,82,Wind blowing from the west,2,,,70 – 80%., ,,,6,7.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,3.2,,,,,,
14.03.2017 20:00,7.2,714.2,767.3,0.4,75,Wind blowing from the west,2,,,"90  or more, but not 100%", ,,,4.3,9.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,3,Trace of precipitation,12,,,,
14.03.2017 17:00,8,713.8,766.8,-0.1,66,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,4.3,9.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,1.9,,,,,,
14.03.2017 14:00,9.2,713.9,766.6,-0.3,67,"Calm, no wind",0,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,4.3,9.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",16,3.4,Trace of precipitation,6,,,,
14.03.2017 11:00,7,714.2,767.4,0.7,68,Wind blowing from the west,3,,,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,4.3,7.2,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,1.5,,,,,,
14.03.2017 08:00,4.3,713.5,767.1,0.5,86,Wind blowing from the west-northwest,2,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain.,1.5,4.3,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,2.1,2,12,,,,
14.03.2017 05:00,4.2,713,766.6,0.1,88,Wind blowing from the west,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,1.5,4.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,2.3,,,,,,
14.03.2017 02:00,3.6,712.9,766.7,0.3,92,Wind blowing from the west,2,,,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,1.5,3.6,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,2.4,2,6,,,,
13.03.2017 23:00,2.8,712.6,766.6,0.6,93,Wind blowing from the west,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain.,1.5,2.9,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,1.8,,,,,,
13.03.2017 20:00,1.8,712,766,1.2,93,Wind blowing from the west,2,,,100%.,"Rain or drizzle and snow, moderate or heavy. ",Rain and snow or other types of solid precipitation,Rain.,1.4,4.2,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,Altostratus opacus or Nimbostratus.,,8,0.8,4,12,,,,
13.03.2017 17:00,3.2,710.8,764.5,0.6,93,Wind blowing from the west,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,1.4,4.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,2.2,,,,,,
13.03.2017 14:00,3.7,710.2,763.8,0.7,89,Wind blowing from the west,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain.,1.4,4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,2,Trace of precipitation,6,,,,
13.03.2017 11:00,2.3,709.5,763.3,0.5,91,Wind blowing from the west,4,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,1.4,2.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,1,,,,,,
13.03.2017 08:00,1.4,709,762.9,0.2,91,Wind blowing from the west,3,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.5,2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,0.1,12,12,,,Uneven layer of loose dry snow covering ground completely.,2
13.03.2017 05:00,1,708.8,762.8,0.1,97,"Calm, no wind",0,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.5,2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,0.5,,,,,Uneven layer of loose dry snow covering ground completely.,2
13.03.2017 02:00,0.6,708.7,762.7,0.3,98,Wind blowing from the west,2,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.5,2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,3,0.3,10,6,,,Uneven layer of loose dry snow covering ground completely.,2
12.03.2017 23:00,0.8,708.4,762.4,1.3,97,Wind blowing from the west,4,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.6,2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,3,0.3,,,,,Uneven layer of loose dry snow covering ground completely.,Measurement impossible or inaccurate.
12.03.2017 20:00,1.8,707.1,760.8,0.6,97,Wind blowing from the west,3,,,100%.,"Rain or drizzle and snow, slight. ",Rain and snow or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,1.7,7,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,6,1.3,1,12,,,,
12.03.2017 17:00,5.2,706.5,759.4,-0.1,72,Wind blowing from the west,2,,,"90  or more, but not 100%", ,,,3.3,7,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,0.5,,,,,,
12.03.2017 14:00,6.6,706.6,759.3,-0.2,68,Wind blowing from the west,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,3.3,6.9,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,8,1,No precipitation,6,,,,
12.03.2017 11:00,4.6,706.8,759.9,0,76,Wind blowing from the west,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,3.3,4.6,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,8,0.6,,,,,,
12.03.2017 08:00,3.4,706.8,760.1,-0.4,79,Wind blowing from the west,1,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,2.3,3.4,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,8,0.1,Trace of precipitation,12,,,,
12.03.2017 05:00,3,707.2,760.6,-0.8,83,Wind blowing from the west-northwest,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,2.3,3,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,8,0.4,,,,,,
12.03.2017 02:00,3,708,761.5,-0.3,80,Wind blowing from the west-northwest,3,,,100%.,Mist. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,2.3,3,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,8,-0.1,Trace of precipitation,6,,,,
11.03.2017 23:00,2.6,708.3,761.9,0.3,86,Wind blowing from the west,4,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,2,2.6,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,0.5,,,,,,
11.03.2017 20:00,2.4,708,761.6,0.5,86,Wind blowing from the west,7,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,2,6.1,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,8,0.3,0.5,12,,,,
11.03.2017 17:00,2.6,707.5,761,0.1,86,Wind blowing from the west,6,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,2.5,6.1,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,8,0.5,,,,,,
11.03.2017 14:00,3.9,707.4,760.6,0.8,89,Wind blowing from the west,3,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,3.6,6.1,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,10,2.2,0.5,6,,,,
11.03.2017 11:00,5.8,706.6,759.4,0.3,82,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,4.4,5.8,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,12,3,,,,,,
11.03.2017 08:00,4.4,706.3,759.4,1.8,88,"Calm, no wind",0,,,100%., ,,,3.5,4.6,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,12,2.5,0.2,12,,,,
11.03.2017 05:00,4,704.5,757.5,0.2,89,Wind blowing from the west-northwest,2,,,100%., ,,,3.5,4.6,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,12,2.3,,,,,,
11.03.2017 02:00,4,704.3,757.3,0,89,Wind blowing from the west,1,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,3.5,4.6,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,12,2.3,0.2,6,,,,
10.03.2017 23:00,3.6,704.3,757.4,0.4,90,Wind blowing from the west-northwest,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,3.5,4.6,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,Altostratus opacus or Nimbostratus.,,12,2.1,,,,,,
10.03.2017 20:00,4.3,703.9,756.8,0.3,91,Wind blowing from the west,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,3.8,5.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,2.9,11,12,,,,
10.03.2017 17:00,4.4,703.6,756.5,-0.4,91,Wind blowing from the west,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,4,5.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,6,3,,,,,,
10.03.2017 14:00,5,704,756.8,-1.1,91,Wind blowing from the north,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,4,5.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,6,3.6,8,6,,,,
10.03.2017 11:00,4.9,705.1,758,-0.5,83,Wind blowing from the south-west,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,4,5,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,6,2.3,,,,,,
10.03.2017 08:00,4.2,705.6,758.7,-0.3,89,Wind blowing from the west,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,4,8.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,6,2.5,7,12,,,,
10.03.2017 05:00,5.1,705.9,758.8,-1.5,83,Wind blowing from the south,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,4.9,8.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,2.5,,,,,,
10.03.2017 02:00,6.4,707.4,760.2,-0.6,74,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,6.3,8.2,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,2.1,No precipitation,6,,,,
09.03.2017 23:00,7.8,708,760.6,-0.6,66,Wind blowing from the west,2,,,70 – 80%., ,,,6.7,8.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,1.7,,,,,,
09.03.2017 20:00,7.3,708.6,761.3,-0.2,75,Wind blowing from the north-west,1,,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,6.5,11.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,3.2,0.3,12,,,,
09.03.2017 17:00,9.6,708.8,761.1,-0.4,70,Wind blowing from the east-southeast,1,,,"90  or more, but not 100%", ,,,6.5,11.2,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,4.4,,,,,,
09.03.2017 14:00,10.8,709.2,761.2,-0.6,64,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,6.5,11,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,4.3,No precipitation,6,,,,
09.03.2017 11:00,7.8,709.8,762.4,0.2,76,Wind blowing from the north-west,2,,,"90  or more, but not 100%", ,,,6.5,8.2,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",12,3.8,,,,,,
09.03.2017 08:00,6.8,709.6,762.5,0.5,83,Wind blowing from the north-northwest,2,,,70 – 80%.,"Rain shower(s), slight. ",Shower(s).,Rain.,6.7,8.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,4.1,3,12,,,,
09.03.2017 05:00,7.4,709.1,761.8,0.1,95,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,7.2,8.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,6.6,,,,,,
09.03.2017 02:00,7.8,709,761.6,0.3,95,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,7.6,8.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,7,3,6,,,,
08.03.2017 23:00,8.2,708.7,761.2,0.7,95,Wind blowing from the south,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,7.8,8.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,7,7.4,,,,,,
08.03.2017 20:00,8,708,760.4,1,93,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Shower(s).,Rain.,6.5,9,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,7,7,3,12,,,,
08.03.2017 17:00,8.5,707,759.3,0.4,83,Wind blowing from the north,2,,,"90  or more, but not 100%", ,,,6.5,9,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",14,5.7,,,,,,
08.03.2017 14:00,8.8,706.6,758.8,1.5,84,Wind blowing from the south-east,2,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,6.5,8.8,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",18,6.3,0.2,6,,,,
08.03.2017 11:00,7.8,705.1,757.4,1.5,84,Wind blowing from the south-east,4,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Shower(s).,6.5,7.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,5.2,,,,,,
08.03.2017 08:00,6.8,703.6,756,0.4,86,Wind blowing from the east-southeast,3,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Shower(s).,6.8,11.3,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,4.6,8,12,,,,
08.03.2017 05:00,8.5,703.2,755.2,0.2,91,Wind blowing from the east-southeast,1,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,8.3,11.3,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,7.1,,,,,,
08.03.2017 02:00,10,703,754.7,0.3,78,Wind blowing from the east,1,,,70 – 80%., ,,,9.7,11.3,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,6.3,No precipitation,6,,,,
07.03.2017 23:00,10.2,702.7,754.4,0.5,74,Wind blowing from the east-southeast,1,,,70 – 80%., ,,,10.2,11.3,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,5.8,,,,,,
07.03.2017 20:00,11.3,702.2,753.7,0.4,62,Wind blowing from the south-east,1,,,70 – 80%., ,,,4.1,14.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",18,4.2,No precipitation,12,,,,
07.03.2017 17:00,14.2,701.8,752.7,-0.1,52,Wind blowing from the east,2,,,"90  or more, but not 100%", ,,,4,14.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,4.4,,,,,,
07.03.2017 14:00,12.2,701.9,753.1,-1.1,61,Wind blowing from the east,3,,,70 – 80%., ,,,4,12.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",22,4.8,No precipitation,6,,,,
07.03.2017 11:00,10.6,703,754.6,-0.2,69,"Calm, no wind",0,,,70 – 80%., ,,,4,10.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",22,5.1,,,,,,
07.03.2017 08:00,4.2,703.2,756.1,-1.1,89,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,2.4,10.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",25,2.5,No precipitation,12,,,,
07.03.2017 05:00,3.4,704.3,757.5,-1.1,87,"Calm, no wind",0,,,60%., ,,,2.4,10.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,1.4,,,,,,
07.03.2017 02:00,3.6,705.4,758.5,0,87,"Calm, no wind",0,,,20–30%., ,,,3.1,10.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,1.6,No precipitation,6,,,,
06.03.2017 23:00,4.8,705.4,758.4,0.6,88,"Calm, no wind",0,,,20–30%., ,,,4.8,10.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,2.9,,,,,,
06.03.2017 20:00,10.4,704.8,756.6,0.9,55,"Calm, no wind",0,,,70 – 80%., ,,,9,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,1.7,0.1,12,,,,
06.03.2017 17:00,10.4,703.9,755.7,-1.5,74,"Calm, no wind",0,,,60%., ,,,9,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",25,6,,,,,,
06.03.2017 14:00,9.8,705.4,757.3,-0.3,68,Wind blowing from the west,2,,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,9,12.1,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,4.1,0.1,6,,,,
06.03.2017 11:00,9.2,705.7,757.8,0,73,Wind blowing from the north-northeast,1,,,"90  or more, but not 100%","Rain shower(s), slight. ",Shower(s).,Shower(s).,9,12.1,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,4.6,,,,,,
06.03.2017 08:00,9.4,705.7,757.9,-0.1,60,Wind blowing from the south-southwest,2,,,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,8.5,11.6,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,2,Trace of precipitation,12,,,,
06.03.2017 05:00,9.7,705.8,757.9,-0.8,55,Wind blowing from the south-southwest,2,,,60%., ,,,8.5,11.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,1,,,,,,
